Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	25	normal;	180	3	+0.058	1	2	0	0	1	2	+135.054	+0.005	-0.001	+1.046	-59.361	
wt	_seg_0_:25	normal;	60	0	+0.058	0	1	0	0	1	1	+163.702	-0.076	-0.001	+1.250	+12.746	
wt	_seg_1_:25	normal;	52	0	+0.058	0	0	0	0	1	1	+147.332	-0.308	-0.001	+0.529	+3.702	
wt	_seg_2_:25	normal;	52	0	+0.058	0	1	0	0	1	1	+135.054	+0.152	-0.001	+0.894	+6.227	
wt	28	_none_	181	1	+0.007	3	1	0	0	1	2	+122.776	-0.000	-0.001	+0.889	+408.875	
wt	_seg_0_:28	_none_	176	0	+0.007	3	2	0	0	1	2	+122.776	-0.006	-0.001	+0.931	+63.567	
wt	29	normal;	174	2	+0.001	0	1	0	0	1	1	+128.623	-0.029	-0.001	+5.678	+114.577	
wt	_seg_0_:29	normal;	124	0	+0.001	0	1	0	0	1	1	+127.170	-0.023	-0.001	+1.907	+69.385	
wt	_seg_1_:29	normal;	40	0	+0.001	2	0	0	0	1	1	+160.064	+12.027	+0.091	+0.799	+6.939	
wt	32	normal;	181	3	+0.592	3	2	0	0	1	2	+128.623	-0.004	-0.001	+0.897	+50.147	
wt	_seg_0_:32	normal;	60	0	+0.592	0	1	0	0	1	2	+128.623	+0.031	-0.001	+2.569	-29.285	
wt	_seg_1_:32	normal;	72	0	+0.592	0	2	0	0	1	1	+205.797	+0.017	-0.001	+0.987	+8.427	
wt	_seg_2_:32	normal;	36	0	+0.592	0	1	0	0	1	0	+270.108	+8.580	+0.184	+17.595	+0.649	
wt	33	_none_	181	2	+0.290	2	1	0	0	1	2	+220.496	-0.009	-0.001	+2.280	+194.676	
wt	_seg_0_:33	_none_	120	0	+0.290	1	1	0	0	1	2	+153.253	+0.020	-0.001	+1.967	-45.609	
wt	_seg_1_:33	_none_	52	0	+0.290	0	1	0	0	1	0	+216.086	+0.060	-0.001	+4.691	-29.033	
wt	37	normal;	181	1	+0.017	2	2	0	0	1	2	+245.553	+0.007	-0.001	+2.173	-220.331	
wt	_seg_0_:37	normal;	176	0	+0.017	4	2	0	0	1	2	+245.553	+0.007	-0.001	+2.330	-246.188	
wt	2	_none_	181	3	+0.352	2	1	0	0	1	2	+142.162	-0.016	-0.001	+3.767	+161.606	
wt	_seg_0_:2	_none_	60	0	+0.352	0	1	0	0	1	1	+189.550	-0.007	-0.001	+0.821	+6.488	
wt	_seg_1_:2	_none_	68	0	+0.352	1	1	0	0	1	1	+187.901	+0.026	-0.001	+1.710	-19.351	
wt	_seg_2_:2	_none_	40	0	+0.352	0	1	0	0	1	1	+141.233	+0.076	-0.001	+4.102	-21.438	
wt	3	_none_	181	2	+0.000	2	1	0	0	1	2	+166.220	+0.029	-0.000	+5.141	-84.115	
wt	_seg_0_:3	_none_	36	0	+0.000	0	0	0	0	1	1	+196.442	+2.001	-0.001	+0.527	+6.806	
wt	_seg_1_:3	_none_	136	0	+0.000	0	1	0	0	1	1	+124.665	-0.014	-0.001	+1.752	+108.063	
wt	5	_none_	181	1	+0.186	0	3	0	0	1	2	+161.259	-0.008	-0.001	+1.009	+17.895	
wt	_seg_0_:5	_none_	176	0	+0.186	1	3	0	0	1	2	+161.259	-0.008	-0.001	+1.003	+18.484	
wt	10	normal;ascus;	179	2	+0.000	1	1	0	0	1	1	+229.879	+0.018	-0.001	+0.860	-111.651	
wt	_seg_0_:10	normal;ascus;	36	0	+0.000	0	0	0	0	1	1	+120.048	-11.891	+0.061	+0.569	+6.112	
wt	_seg_1_:10	normal;ascus;	132	0	+0.000	0	1	0	0	1	1	+142.162	+0.004	-0.001	+0.251	-252.132	
wt	11	_none_	181	3	+0.007	2	2	0	0	1	2	+158.887	+0.029	+0.002	+2.808	-50.645	
wt	_seg_0_:11	_none_	52	0	+0.007	0	0	0	0	1	1	+170.595	+0.059	-0.001	+2.940	-20.059	
wt	_seg_1_:11	_none_	60	0	+0.007	0	1	0	0	1	1	+156.584	-0.040	-0.001	+2.499	+43.281	
wt	_seg_2_:11	_none_	56	0	+0.007	1	0	0	0	1	0	+163.702	+0.050	-0.001	+0.586	-0.414	
wt	12	_none_	181	3	+0.217	3	2	0	0	1	2	+189.550	+0.001	-0.001	+0.584	+620.845	
wt	_seg_0_:12	_none_	40	0	+0.217	0	1	0	0	1	1	+200.080	+0.096	-0.001	+3.689	-12.961	
wt	_seg_1_:12	_none_	40	0	+0.217	0	1	0	0	1	1	+184.689	-1.112	-0.001	+0.379	+1.676	
wt	_seg_2_:12	_none_	88	0	+0.217	2	2	0	0	1	1	+125.632	+0.018	-0.001	+0.941	+3.128	
wt	15	ascus;normal;	176	2	+0.000	3	2	0	0	1	1	+130.173	+0.148	+0.023	+0.561	+10.318	
wt	_seg_0_:15	ascus;normal;	36	0	+0.000	0	1	0	0	1	1	+154.347	+13.745	+0.004	+0.608	+5.636	
wt	_seg_1_:15	ascus;normal;	128	0	+0.000	0	2	0	0	1	1	+219.516	+0.014	-0.001	+0.983	-120.576	
