Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	_seg_0_:37	normal;	64	0	+0.020	0	2	0	0	1	1	+123.921	-1.210	-0.001	+0.595	+4.785	
wt	_seg_1_:37	normal;	36	0	+0.020	0	0	0	0	1	0	+196.442	+4.236	-0.001	+0.506	+7.329	
wt	_seg_2_:37	normal;	68	0	+0.020	0	0	0	0	1	0	+127.110	+0.028	-0.001	+1.507	-12.286	
wt	2	_none_	181	2	+0.019	0	1	0	0	1	0	+133.387	-0.148	-0.001	+0.485	+6.578	
wt	_seg_0_:2	_none_	52	0	+0.019	0	0	0	0	1	0	+135.054	+0.015	-0.001	+0.576	+13.072	
wt	_seg_1_:2	_none_	120	0	+0.019	1	0	0	0	1	0	+135.903	+0.014	-0.001	+0.921	+14.005	
wt	3	_none_	181	3	+0.002	1	1	0	0	1	0	+152.174	+0.002	-0.001	+1.066	-403.403	
wt	_seg_0_:3	_none_	36	0	+0.002	0	0	0	0	1	0	+144.058	-0.116	-0.001	+5.356	+23.293	
wt	_seg_1_:3	_none_	36	0	+0.002	0	0	0	0	1	0	+135.054	+0.390	-0.001	+0.706	+31.471	
wt	_seg_2_:3	_none_	96	0	+0.002	0	0	0	0	1	0	+151.640	+5.289	+0.031	+0.434	+16.662	
wt	5	_none_	181	2	+0.053	0	0	0	0	1	0	+154.347	-0.015	-0.001	+4.942	+188.206	
wt	_seg_0_:5	_none_	136	0	+0.053	0	0	0	0	1	0	+152.891	+0.000	-0.001	+1.020	-5240.038	
wt	_seg_1_:5	_none_	36	0	+0.053	0	0	0	0	1	0	+166.220	-0.088	-0.001	+1.782	+17.899	
wt	10	normal;ascus;	179	3	+0.021	1	1	0	0	1	1	+131.760	-0.006	-0.001	+0.873	+52.608	
wt	_seg_0_:10	normal;ascus;	56	0	+0.021	0	1	0	0	1	1	+171.497	+0.072	-0.001	+4.802	-26.429	
wt	_seg_1_:10	normal;ascus;	68	0	+0.021	1	2	0	0	1	1	+130.961	+0.024	-0.001	+0.907	+5.791	
wt	_seg_2_:10	normal;ascus;	40	0	+0.021	0	1	0	0	1	0	+200.080	-0.408	-0.001	+0.891	+7.885	
wt	11	_none_	181	3	+0.217	2	1	0	0	1	0	+200.080	-0.066	-0.001	+0.501	-8.034	
wt	_seg_0_:11	_none_	88	0	+0.217	0	0	0	0	1	0	+200.080	+0.049	-0.001	+3.940	-35.652	
wt	_seg_1_:11	_none_	36	0	+0.217	0	0	0	0	1	0	+135.054	+0.643	-0.001	+0.509	+7.327	
wt	_seg_2_:11	_none_	44	0	+0.217	0	0	0	0	1	0	+122.776	+0.906	-0.001	+0.727	+7.046	
wt	12	_none_	181	3	+0.088	0	0	0	0	1	0	+211.849	-0.002	-0.001	+0.830	-14.821	
wt	_seg_0_:12	_none_	44	0	+0.088	0	0	0	0	1	0	+122.776	-0.500	-0.001	+0.823	+2.356	
wt	_seg_1_:12	_none_	48	0	+0.088	0	0	0	0	1	0	+144.058	+0.015	-0.001	+0.772	+10.524	
wt	_seg_2_:12	_none_	76	0	+0.088	0	0	0	0	1	0	+128.623	+0.013	-0.001	+0.860	+3.706	
