Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	_seg_2_:23	ascus;ascus;normal;normal;	72	0	+0.000	0	1	0	0	1	1	+166.220	+0.028	-0.001	+0.948	+8.417	
wt	24	ascus;normal;	181	3	+0.000	1	1	0	0	1	1	+220.496	+0.058	-0.001	+0.912	-0.359	
wt	_seg_0_:24	ascus;normal;	36	0	+0.000	0	0	0	0	1	1	+216.086	+0.049	-0.001	+0.771	+7.828	
wt	_seg_1_:24	ascus;normal;	68	0	+0.000	0	0	0	0	1	1	+120.048	-1.345	+0.004	+6.426	+17.259	
wt	_seg_2_:24	ascus;normal;	64	0	+0.000	0	0	0	0	1	1	+182.930	+0.008	-0.001	+0.291	-34.316	
wt	27	normal;	181	3	+0.000	1	1	0	0	1	1	+150.060	+0.001	-0.001	+0.299	+881.211	
wt	_seg_0_:27	normal;	76	0	+0.000	0	2	0	0	1	1	+150.060	+0.017	-0.001	+0.810	-4.214	
wt	_seg_1_:27	normal;	52	0	+0.000	0	1	0	0	1	1	+180.072	+1.750	+0.036	+1.133	+2.175	
wt	_seg_2_:27	normal;	40	0	+0.000	0	0	0	0	1	1	+400.160	+6.626	-0.001	+0.751	+8.259	
wt	28	_none_	181	3	+0.000	2	0	0	0	1	1	+251.263	+5.784	+0.027	+0.416	+10.760	
wt	_seg_0_:28	_none_	44	0	+0.000	2	0	0	0	1	1	+245.553	-7.522	-0.001	+0.536	+3.066	
wt	_seg_1_:28	_none_	52	0	+0.000	0	1	0	0	1	1	+190.665	-8.122	+0.060	+0.421	+8.086	
wt	_seg_2_:28	_none_	72	0	+0.000	0	1	0	0	1	1	+120.048	-0.004	-0.001	+0.939	+3.977	
wt	29	ascus;normal;	180	2	+0.000	2	2	0	0	1	1	+432.173	+0.273	-0.005	+0.322	+28.284	
