time,y,x,mass,size,ecc,signal,raw_mass,ep,category,particle,label
8,670.615,338.598,112.834,911,0.7929999999999999,228.43400000000003,35.687,0.219,wt,25,normal;
9,672.041,340.126,150.101,917,0.77,227.848,39.745,0.222,wt,25,normal;
10,672.431,336.8130000000001,76.293,952,0.774,258.818,35.672,0.179,wt,25,normal;
11,674.0139999999999,335.971,170.96099999999996,932,0.7879999999999999,215.019,37.451,0.253,wt,25,normal;
12,674.2230000000002,334.746,5.44,936,0.774,254.919,37.298,0.181,wt,25,normal;
13,674.686,334.254,145.561,896,0.792,198.735,35.082,0.285,wt,25,normal;
14,672.679,333.214,15.018,894,0.79,213.22,36.96,0.247,wt,25,normal;
15,674.654,332.574,173.047,866,0.8170000000000001,182.25,37.282,0.328,wt,25,normal;
16,676.118,333.5440000000001,172.235,952,0.778,227.019,38.859,0.232,wt,25,normal;
17,674.732,331.971,166.293,902,0.7909999999999999,214.877,36.66,0.245,wt,25,normal;
18,673.572,331.9790000000001,39.987,926,0.825,196.149,35.67,0.302,wt,25,normal;
19,675.2389999999998,331.4240000000001,12.095,919,0.758,248.919,36.913,0.18600000000000005,wt,25,normal;
20,675.696,331.64,9.462,866,0.7879999999999999,214.392,38.121,0.237,wt,25,normal;
21,676.597,330.725,33.69,951,0.8240000000000001,212.534,39.16,0.265,wt,25,normal;
22,675.563,329.6140000000001,15.593,909,0.77,250.333,39.696,0.182,wt,25,normal;
23,676.905,329.5540000000001,10.305,866,0.821,196.735,38.59,0.281,wt,25,normal;
24,676.938,329.732,137.643,997,0.7759999999999999,237.161,39.059,0.223,wt,25,normal;
25,675.325,330.061,168.44,983,0.805,224.09,38.865,0.246,wt,25,normal;
26,676.53,327.63,21.571,981,0.7859999999999999,233.262,40.787,0.227,wt,25,normal;
27,675.562,329.381,28.393,835,0.8240000000000001,183.664,36.533,0.311,wt,25,normal;
28,676.084,328.9380000000001,37.648,957,0.8059999999999999,222.534,39.062,0.243,wt,25,normal;
29,678.2330000000002,328.601,139.686,936,0.773,229.362,36.981,0.224,wt,25,normal;
30,679.012,329.089,172.875,832,0.784,203.806,35.537,0.252,wt,25,normal;
31,678.2410000000001,327.636,175.71099999999996,807,0.815,177.765,35.087,0.321,wt,25,normal;
32,678.51,324.323,153.435,824,0.778,200.635,34.196,0.257,wt,25,normal;
33,678.6310000000002,325.163,49.236,818,0.7929999999999999,209.605,33.959,0.234,wt,25,normal;
34,678.424,325.777,159.775,834,0.826,166.35,34.872,0.379,wt,25,normal;
35,679.42,326.942,142.352,841,0.8009999999999999,201.12,39.034,0.261,wt,25,normal;
36,678.811,324.394,121.701,908,0.809,213.12,34.863,0.251,wt,25,normal;
37,676.92,322.59,96.009,792,0.7959999999999999,205.463,32.948,0.236,wt,25,normal;
38,676.0139999999999,322.281,59.036,794,0.779,218.191,34.236,0.21,wt,25,normal;
39,676.46,322.198,94.399,797,0.7879999999999999,195.321,32.918,0.263,wt,25,normal;
40,676.8489999999998,322.494,157.93200000000004,831,0.8,193.907,34.141,0.278,wt,25,normal;
41,677.2760000000002,322.097,36.573,794,0.833,188.149,34.04,0.282,wt,25,normal;
42,679.6210000000002,322.077,158.749,803,0.7879999999999999,210.291,33.409,0.228,wt,25,normal;
43,680.196,323.622,162.89700000000005,911,0.815,185.907,36.281,0.331,wt,25,normal;
44,680.181,323.995,149.265,921,0.79,213.806,37.004,0.253,wt,25,normal;
45,678.242,322.708,74.624,899,0.81,225.12,35.633,0.223,wt,25,normal;
46,676.5060000000002,323.431,8.326,874,0.7929999999999999,211.362,34.992,0.246,wt,25,normal;
47,674.9910000000001,321.813,56.31,879,0.7609999999999999,233.362,36.94,0.203,wt,25,normal;
48,677.17,320.742,57.095,833,0.759,198.735,35.188,0.265,wt,25,normal;
49,679.573,321.082,98.531,861,0.775,212.978,33.713,0.239,wt,25,normal;
50,678.951,320.258,156.194,747,0.799,167.52200000000005,31.218000000000004,0.334,wt,25,normal;
51,679.562,318.323,23.199,768,0.81,184.978,33.361,0.282,wt,25,normal;
52,680.4760000000001,318.77,62.103,777,0.794,185.664,32.346,0.28300000000000003,wt,25,normal;
53,679.3580000000002,316.578,72.553,741,0.7959999999999999,210.635,31.55,0.21,wt,25,normal;
54,680.398,317.464,27.759,872,0.775,218.049,34.729,0.23,wt,25,normal;
55,680.64,315.485,74.055,749,0.83,160.936,31.915,0.363,wt,25,normal;
56,680.9939999999998,314.65,146.31,731,0.8190000000000001,178.593,30.781,0.28800000000000003,wt,25,normal;
57,681.221,315.405,138.122,810,0.8,206.291,32.405,0.239,wt,25,normal;
58,684.814,314.953,147.42600000000004,877,0.795,194.049,36.884,0.293,wt,25,normal;
59,683.091,313.411,114.567,812,0.7979999999999999,193.563,32.624,0.272,wt,25,normal;
60,683.552,314.135,130.914,821,0.782,219.706,32.615,0.214,wt,25,normal;
61,682.643,315.613,156.615,803,0.772,204.049,34.501,0.242,wt,25,normal;
62,682.0930000000002,313.838,83.991,783,0.799,168.93599999999995,32.062,0.345,wt,25,normal;
63,681.505,313.305,124.992,763,0.8270000000000001,167.421,31.742,0.342,wt,25,normal;
64,682.2280000000002,312.678,125.362,793,0.79,228.191,32.92,0.191,wt,25,normal;
65,682.735,313.971,93.013,762,0.784,203.463,32.222,0.231,wt,25,normal;
66,680.497,310.931,102.529,750,0.805,187.806,32.774,0.267,wt,25,normal;
67,680.183,311.271,83.66,707,0.818,164.69299999999996,30.96,0.328,wt,25,normal;
68,679.842,310.938,144.09,726,0.81,170.69299999999996,30.696,0.313,wt,25,normal;
69,683.383,312.676,28.61,778,0.8059999999999999,180.492,32.494,0.3,wt,25,normal;
70,683.42,311.057,120.7,729,0.779,195.321,31.896,0.24,wt,25,normal;
71,682.3,311.948,152.10299999999995,721,0.7979999999999999,176.25,31.74,0.292,wt,25,normal;
72,682.143,311.447,12.875,723,0.807,182.25,31.444000000000006,0.274,wt,25,normal;
73,680.929,311.298,124.592,718,0.809,166.93599999999995,31.265,0.324,wt,25,normal;
74,681.434,310.202,143.746,728,0.818,188.836,32.115,0.257,wt,25,normal;
75,682.257,309.689,39.401,709,0.809,168.35,31.241,0.314,wt,25,normal;
76,682.301,309.426,28.74,702,0.82,172.593,31.38,0.29600000000000004,wt,25,normal;
77,681.666,309.943,167.47099999999998,740,0.8079999999999999,168.93599999999995,32.841,0.326,wt,25,normal;
78,682.735,309.406,39.174,695,0.7979999999999999,182.25,30.779,0.263,wt,25,normal;
79,682.137,309.536,170.53799999999995,703,0.7759999999999999,194.492,31.257,0.234,wt,25,normal;
80,682.46,309.666,170.53799999999995,694,0.792,179.66400000000004,31.865,0.27,wt,25,normal;
81,683.243,309.706,141.582,704,0.7809999999999999,180.593,31.379,0.271,wt,25,normal;
82,682.497,309.686,165.174,677,0.765,177.078,30.331,0.271,wt,25,normal;
83,680.663,309.449,137.291,651,0.79,169.765,29.078000000000007,0.284,wt,25,normal;
84,682.84,311.007,149.036,682,0.802,179.907,30.69,0.265,wt,25,normal;
85,682.722,310.753,48.504,653,0.7809999999999999,191.806,29.873,0.223,wt,25,normal;
86,683.704,310.1690000000001,176.73,656,0.8,162.35,30.766,0.313,wt,25,normal;
87,684.678,310.337,126.87,645,0.7959999999999999,163.52200000000005,29.788,0.303,wt,25,normal;
88,684.503,310.621,4.899,672,0.8109999999999999,171.179,30.811,0.28800000000000003,wt,25,normal;
89,685.503,310.178,64.983,640,0.8220000000000001,154.208,29.173,0.338,wt,25,normal;
90,684.7639999999999,310.54,171.634,679,0.7959999999999999,173.66400000000004,29.787,0.28300000000000003,wt,25,normal;
91,684.8539999999998,311.086,124.992,650,0.7879999999999999,175.66400000000004,31.929,0.265,wt,25,normal;
92,685.5980000000002,310.815,17.928,660,0.8009999999999999,163.765,31.101,0.309,wt,25,normal;
93,684.13,310.666,45.0,625,0.7929999999999999,174.451,29.065,0.258,wt,25,normal;
94,682.993,310.386,18.435,614,0.75,178.49200000000005,29.119,0.242,wt,25,normal;
95,684.324,309.888,158.499,641,0.797,151.38,29.666,0.35200000000000004,wt,25,normal;
96,685.807,312.078,114.444,645,0.768,182.836,29.913,0.242,wt,25,normal;
97,685.1139999999998,311.768,120.379,650,0.81,164.93599999999995,29.487,0.3,wt,25,normal;
98,685.538,310.818,52.125,639,0.78,175.765,30.277,0.26,wt,25,normal;
99,686.5260000000002,310.699,139.97,619,0.8240000000000001,152.451,29.914,0.335,wt,25,normal;
100,685.2919999999998,310.868,30.379,601,0.804,144.55100000000004,29.689,0.361,wt,25,normal;
101,685.722,310.391,142.125,616,0.7979999999999999,168.007,29.4,0.274,wt,25,normal;
102,685.538,310.545,142.431,606,0.769,175.52200000000005,28.763,0.247,wt,25,normal;
103,685.047,310.062,35.134,598,0.7909999999999999,171.037,28.594,0.257,wt,25,normal;
104,686.279,309.532,21.801,587,0.795,146.79399999999995,27.896,0.342,wt,25,normal;
105,685.7,307.731,86.73,635,0.754,170.451,29.378,0.275,wt,25,normal;
106,686.2410000000001,307.047,24.305,618,0.797,162.69299999999996,28.806,0.293,wt,25,normal;
107,684.932,305.384,174.80599999999995,585,0.779,176.007,27.84,0.237,wt,25,normal;
108,685.291,306.099,120.379,593,0.8029999999999999,151.137,28.962,0.326,wt,25,normal;
109,687.013,308.012,133.83100000000002,600,0.7859999999999999,164.69299999999996,29.618,0.278,wt,25,normal;
110,685.04,308.059,118.74,585,0.778,168.93599999999995,29.34,0.258,wt,25,normal;
111,685.924,308.83,125.134,585,0.77,174.49200000000005,28.407,0.241,wt,25,normal;
112,686.181,308.619,33.69,580,0.777,154.451,27.359,0.306,wt,25,normal;
113,686.0039999999998,308.539,37.875,568,0.764,161.179,27.72,0.275,wt,25,normal;
114,685.72,309.14,34.16,573,0.759,161.622,27.586,0.276,wt,25,normal;
115,684.815,309.779,37.569,556,0.753,172.93599999999995,26.921,0.234,wt,25,normal;
116,686.081,309.916,97.696,663,0.764,176.49200000000005,29.992,0.267,wt,25,normal;
117,687.258,310.696,125.538,592,0.765,156.593,30.153,0.303,wt,25,normal;
118,688.2,310.993,118.74,606,0.78,173.078,30.863000000000003,0.254,wt,25,normal;
119,688.284,311.039,131.76,597,0.74,185.421,32.125,0.218,wt,25,normal;
120,684.32,309.895,155.85399999999996,562,0.782,165.765,27.776,0.257,wt,25,normal;
121,686.047,309.019,10.008,572,0.727,162.451,28.998,0.272,wt,25,normal;
122,689.8,309.7390000000001,115.115,590,0.7909999999999999,151.137,29.578000000000007,0.325,wt,25,normal;
123,690.416,309.1040000000001,122.735,583,0.759,175.66400000000004,28.886,0.237,wt,25,normal;
124,690.175,309.342,136.16899999999998,609,0.7809999999999999,157.137,29.798,0.31,wt,25,normal;
125,688.43,309.147,169.695,601,0.7759999999999999,166.69299999999996,29.172,0.272,wt,25,normal;
126,687.319,310.947,147.265,546,0.758,164.69299999999996,28.519,0.253,wt,25,normal;
127,686.055,310.457,57.265,629,0.8,161.765,28.729,0.302,wt,25,normal;
128,686.052,311.751,173.29,625,0.785,168.93599999999995,28.425,0.275,wt,25,normal;
129,683.388,309.951,129.174,649,0.7709999999999999,202.978,29.346,0.198,wt,25,normal;
130,685.555,308.057,145.408,634,0.764,168.69299999999996,28.879,0.28,wt,25,normal;
131,683.365,309.934,127.569,532,0.759,165.179,27.894,0.245,wt,25,normal;
132,682.997,308.803,143.842,535,0.7659999999999999,174.007,27.982,0.222,wt,25,normal;
133,682.378,306.181,21.801,524,0.757,147.966,26.388,0.301,wt,25,normal;
135,684.818,306.63,121.827,623,0.795,165.765,29.11,0.285,wt,25,normal;
136,684.933,308.271,153.435,589,0.787,159.037,30.218000000000004,0.293,wt,25,normal;
137,683.815,308.347,125.91,641,0.747,182.492,28.859,0.242,wt,25,normal;
138,686.745,308.158,127.185,653,0.784,165.52200000000005,32.823,0.3,wt,25,normal;
139,686.817,307.643,71.565,622,0.7759999999999999,162.451,28.487,0.29600000000000004,wt,25,normal;
140,687.421,307.0370000000001,144.866,592,0.799,151.037,28.748,0.326,wt,25,normal;
141,689.3430000000002,307.505,106.858,635,0.765,200.149,30.11,0.199,wt,25,normal;
142,687.6360000000002,307.347,11.634,633,0.769,173.179,28.932,0.265,wt,25,normal;
143,686.444,308.724,41.496,607,0.8,164.794,28.799,0.281,wt,25,normal;
144,685.832,307.575,30.379,612,0.764,165.765,28.77,0.28,wt,25,normal;
145,687.7869999999998,309.075,178.315,610,0.775,167.179,28.869,0.274,wt,25,normal;
146,688.388,306.692,47.386,651,0.802,156.208,30.287,0.335,wt,25,normal;
147,688.449,306.899,35.53800000000001,602,0.78,163.52200000000005,28.182,0.28300000000000003,wt,25,normal;
148,684.6389999999999,305.6620000000001,36.158,555,0.7709999999999999,162.208,28.246,0.265,wt,25,normal;
149,684.289,305.282,76.373,583,0.738,180.836,27.784,0.224,wt,25,normal;
150,687.046,307.703,107.354,597,0.8140000000000001,155.137,28.86,0.312,wt,25,normal;
151,685.605,306.5370000000001,74.291,562,0.752,172.83599999999996,27.281,0.236,wt,25,normal;
152,685.705,306.619,75.964,595,0.7879999999999999,157.966,28.217,0.3,wt,25,normal;
153,687.064,307.581,121.264,582,0.78,160.208,28.134,0.285,wt,25,normal;
154,686.446,306.797,7.125,576,0.787,154.451,27.481,0.303,wt,25,normal;
155,687.0219999999998,304.143,12.339,580,0.753,179.907,27.829,0.225,wt,25,normal;
156,688.689,307.027,129.611,594,0.747,185.078,30.602,0.218,wt,25,normal;
157,688.308,306.146,131.34799999999998,568,0.773,164.593,29.078000000000007,0.263,wt,25,normal;
158,687.62,306.79,118.072,576,0.774,153.037,29.699,0.309,wt,25,normal;
159,688.737,305.886,21.161,596,0.753,170.451,28.484,0.258,wt,25,normal;
160,690.26,304.962,98.616,595,0.773,187.421,29.343000000000004,0.213,wt,25,normal;
161,688.1030000000002,305.047,8.616,592,0.757,174.25,28.734,0.245,wt,25,normal;
162,689.16,303.814,61.82100000000001,561,0.7859999999999999,149.72299999999996,27.494,0.314,wt,25,normal;
163,691.172,305.59,103.671,591,0.7390000000000001,191.463,31.609,0.203,wt,25,normal;
164,690.038,306.149,133.781,587,0.777,162.69299999999996,28.852,0.279,wt,25,normal;
165,689.7669999999998,307.125,113.629,550,0.745,163.279,28.279,0.259,wt,25,normal;
166,692.0219999999998,307.6040000000001,96.52,613,0.752,177.179,30.978,0.245,wt,25,normal;
167,688.4760000000001,305.94,96.911,591,0.767,178.83599999999996,27.741,0.232,wt,25,normal;
168,688.875,306.283,65.695,571,0.7559999999999999,167.27900000000002,27.864,0.256,wt,25,normal;
169,691.3510000000001,306.158,162.072,596,0.746,161.865,30.176,0.28600000000000003,wt,25,normal;
170,690.273,306.666,98.13,590,0.732,176.49200000000005,29.16,0.238,wt,25,normal;
171,687.6619999999998,306.866,132.51,557,0.772,171.179,27.953000000000007,0.239,wt,25,normal;
172,687.918,307.842,135.0,553,0.737,177.078,27.098000000000006,0.222,wt,25,normal;
173,688.418,307.55,98.366,564,0.738,171.421,28.734,0.241,wt,25,normal;
174,685.826,305.551,81.634,549,0.733,175.907,27.644,0.223,wt,25,normal;
175,687.7280000000002,306.806,54.86600000000001,540,0.775,145.38,28.256,0.321,wt,25,normal;
176,687.188,306.496,68.839,558,0.805,133.58100000000002,28.186,0.393,wt,25,normal;
177,687.1439999999999,305.612,27.3,582,0.725,192.735,30.097,0.197,wt,25,normal;
178,687.4,305.225,95.356,542,0.747,152.79399999999995,27.75,0.292,wt,25,normal;
179,687.362,306.375,101.31,543,0.7190000000000001,181.179,31.949,0.208,wt,25,normal;
180,687.695,306.701,117.3,532,0.732,165.421,29.251,0.244,wt,25,normal;
181,688.867,305.9170000000001,36.158,523,0.747,164.35,28.349,0.243,wt,25,normal;
1,315.268,907.657,160.346,1015,0.768,252.919,37.484,0.199,wt,28,_none_
2,316.498,907.184,105.376,954,0.8170000000000001,213.948,35.494,0.262,wt,28,_none_
3,316.5440000000001,907.887,54.782,1019,0.8220000000000001,227.262,36.899,0.248,wt,28,_none_
4,319.343,905.359,20.095,1007,0.8059999999999999,218.534,38.262,0.265,wt,28,_none_
5,318.902,905.266,99.689,981,0.8140000000000001,218.676,35.698,0.258,wt,28,_none_
6,320.017,903.516,35.838,1023,0.8079999999999999,227.22,37.839,0.249,wt,28,_none_
7,320.31,903.904,136.909,997,0.813,200.149,37.516,0.313,wt,28,_none_
8,322.502,902.327,10.437,885,0.856,183.421,35.778,0.331,wt,28,_none_
9,320.348,900.95,121.866,884,0.8270000000000001,196.149,36.703,0.289,wt,28,_none_
10,322.63,900.1030000000002,174.144,874,0.81,202.877,34.554,0.267,wt,28,_none_
11,323.038,898.472,163.856,879,0.797,209.463,34.596,0.252,wt,28,_none_
12,321.786,899.793,82.694,861,0.82,187.078,35.159,0.309,wt,28,_none_
13,321.272,900.2510000000002,108.435,879,0.83,178.83599999999996,35.533,0.345,wt,28,_none_
14,321.422,897.329,129.987,888,0.813,183.078,36.29,0.333,wt,28,_none_
15,323.434,896.905,101.041,896,0.826,185.321,36.523,0.328,wt,28,_none_
16,322.392,897.19,129.094,899,0.828,193.806,36.379,0.301,wt,28,_none_
17,322.678,896.188,58.782,872,0.8270000000000001,185.907,34.139,0.317,wt,28,_none_
18,322.013,895.453,77.32,909,0.805,205.948,35.23900000000001,0.269,wt,28,_none_
19,323.193,894.425,161.565,912,0.835,194.978,36.204,0.301,wt,28,_none_
20,321.857,892.2869999999998,115.942,903,0.83,199.463,36.69300000000001,0.285,wt,28,_none_
21,320.325,893.857,122.471,876,0.848,172.108,35.171,0.3720000000000001,wt,28,_none_
22,317.467,894.216,107.592,879,0.8,192.735,37.145,0.297,wt,28,_none_
23,320.267,894.355,72.031,847,0.813,177.078,33.24,0.339,wt,28,_none_
24,321.764,892.688,140.013,936,0.836,212.049,35.292,0.262,wt,28,_none_
25,321.585,892.94,175.815,901,0.813,189.664,36.567,0.315,wt,28,_none_
26,321.18,893.842,149.036,942,0.825,199.948,37.341,0.29600000000000004,wt,28,_none_
27,322.9120000000001,892.12,159.775,816,0.797,179.179,35.446,0.319,wt,28,_none_
28,324.831,890.794,173.517,960,0.7829999999999999,216.635,37.802,0.257,wt,28,_none_
29,324.407,891.085,146.689,931,0.8140000000000001,193.563,36.994,0.312,wt,28,_none_
30,323.8040000000001,889.725,151.504,831,0.831,162.007,36.036,0.398,wt,28,_none_
31,321.413,890.546,109.747,832,0.818,200.877,35.846,0.259,wt,28,_none_
32,324.254,890.0010000000002,130.764,838,0.845,153.622,33.661,0.446,wt,28,_none_
33,327.9369999999999,887.801,5.44,845,0.7979999999999999,207.22,36.814,0.247,wt,28,_none_
34,329.037,885.665,9.689,887,0.8140000000000001,199.706,37.586,0.279,wt,28,_none_
35,328.495,887.4019999999998,7.496,829,0.8590000000000001,156.69299999999996,33.583,0.424,wt,28,_none_
36,327.666,886.334,24.864,929,0.799,204.635,38.594,0.279,wt,28,_none_
37,327.213,886.028,10.437,812,0.856,166.108,35.084,0.37,wt,28,_none_
38,327.464,885.549,178.53099999999995,835,0.828,172.93599999999995,34.738,0.35100000000000003,wt,28,_none_
39,325.741,885.8560000000001,143.97299999999996,845,0.851,174.25,36.41,0.35,wt,28,_none_
40,324.249,887.447,131.878,836,0.855,160.79399999999995,34.628,0.406,wt,28,_none_
41,323.249,887.3689999999998,130.914,832,0.848,163.179,35.166,0.393,wt,28,_none_
42,324.893,886.383,97.496,832,0.7979999999999999,192.735,33.154,0.281,wt,28,_none_
43,326.154,885.62,31.866,914,0.84,188.836,38.17,0.322,wt,28,_none_
44,325.006,885.2310000000001,166.329,855,0.847,169.622,33.821,0.373,wt,28,_none_
45,324.1620000000001,886.4110000000002,102.2,839,0.81,182.007,33.406,0.318,wt,28,_none_
46,323.531,887.0060000000002,85.486,866,0.84,178.735,34.478,0.341,wt,28,_none_
47,323.665,887.672,101.31,890,0.792,223.706,35.923,0.223,wt,28,_none_
48,324.593,885.5889999999998,11.041,845,0.809,179.321,35.979,0.33,wt,28,_none_
49,323.596,885.566,116.565,873,0.815,201.664,35.138000000000005,0.27,wt,28,_none_
50,325.069,884.946,126.87,784,0.848,161.52200000000005,35.58,0.378,wt,28,_none_
51,323.593,885.4739999999998,141.582,798,0.835,184.25,34.059,0.295,wt,28,_none_
52,324.327,884.268,165.96400000000003,781,0.8590000000000001,158.208,33.137,0.392,wt,28,_none_
53,321.7290000000001,884.4860000000001,118.926,829,0.784,200.149,35.297,0.26,wt,28,_none_
54,325.6670000000001,883.798,86.98700000000002,843,0.8059999999999999,198.25,34.184,0.27,wt,28,_none_
55,328.8230000000001,881.9989999999998,40.914,784,0.804,183.664,35.323,0.292,wt,28,normal;
56,330.139,879.034,20.225,789,0.8440000000000001,155.622,35.456,0.409,wt,28,normal;
57,329.166,880.301,94.514,844,0.836,180.492,33.192,0.326,wt,28,normal;
58,329.426,880.12,86.98700000000002,836,0.826,181.179,33.163000000000004,0.32,wt,28,normal;
59,328.913,879.8760000000002,19.359,828,0.8029999999999999,185.563,33.812,0.302,wt,28,normal;
60,328.93,879.345,91.469,863,0.8320000000000001,176.007,34.548,0.35,wt,28,normal;
61,331.156,879.403,37.648,857,0.802,203.463,38.374,0.26,wt,28,normal;
62,327.899,881.01,131.055,845,0.8059999999999999,194.735,35.264,0.28,wt,28,normal;
63,326.494,880.5419999999998,125.362,843,0.82,187.563,33.438,0.301,wt,28,normal;
64,329.394,878.6560000000002,30.735,861,0.807,179.907,36.878,0.334,wt,28,normal;
65,329.911,878.312,30.256,871,0.82,186.735,36.607,0.314,wt,28,normal;
66,326.742,878.4019999999998,140.389,819,0.858,156.208,34.203,0.422,wt,28,normal;
67,326.248,878.138,123.69,860,0.8220000000000001,204.392,34.876999999999995,0.259,wt,28,normal;
68,327.6790000000001,877.39,23.962,794,0.835,172.83599999999996,34.426,0.334,wt,28,normal;
69,329.139,876.5980000000002,10.437,840,0.8079999999999999,181.321,34.116,0.321,wt,28,normal;
70,330.165,876.007,172.50400000000005,803,0.789,194.25,32.931,0.267,wt,28,normal;
71,329.587,876.732,38.66,801,0.809,199.321,33.812,0.253,wt,28,normal;
72,327.18,876.166,140.389,832,0.821,187.078,32.934,0.299,wt,28,normal;
73,328.48800000000006,874.959,24.567,820,0.838,159.38,35.015,0.406,wt,28,normal;
74,327.143,877.268,175.601,832,0.8109999999999999,180.836,33.515,0.32,wt,28,normal;
75,330.1330000000001,874.3530000000002,27.699,856,0.797,194.978,37.403,0.28300000000000003,wt,28,normal;
76,329.207,875.9739999999998,21.801,799,0.8140000000000001,167.421,33.448,0.358,wt,28,normal;
77,329.798,875.512,24.677,847,0.804,198.149,35.64,0.271,wt,28,normal;
78,329.217,875.8789999999998,162.031,815,0.802,187.22,33.755,0.292,wt,28,normal;
79,326.499,876.488,78.111,816,0.795,182.735,33.944,0.307,wt,28,normal;
80,327.599,876.6239999999998,157.38,781,0.8140000000000001,159.865,33.525,0.384,wt,28,normal;
81,326.99,875.965,170.78900000000004,775,0.812,182.149,33.498000000000005,0.294,wt,28,normal;
82,327.296,876.04,168.111,784,0.794,186.735,33.588,0.28300000000000003,wt,28,normal;
83,325.03,876.691,140.389,760,0.816,170.25,33.14,0.329,wt,28,normal;
84,326.805,877.2860000000002,19.359,793,0.785,213.463,35.44,0.219,wt,28,normal;
85,326.9290000000001,875.845,96.009,801,0.7809999999999999,184.492,33.925,0.29600000000000004,wt,28,normal;
86,324.894,876.556,126.573,763,0.812,174.93599999999995,33.933,0.313,wt,28,normal;
87,326.788,875.7289999999998,4.5139999999999985,778,0.813,184.25,34.118,0.28800000000000003,wt,28,normal;
88,330.164,874.102,12.995,777,0.813,189.806,34.572,0.271,wt,28,normal;
89,329.131,874.013,178.53099999999995,772,0.8,187.563,34.091,0.276,wt,28,normal;
90,329.0490000000001,874.215,37.476,779,0.799,196.492,33.475,0.254,wt,28,normal;
91,330.964,875.1089999999998,19.359,772,0.8270000000000001,173.421,34.741,0.32299999999999995,wt,28,normal;
92,329.871,876.2180000000002,150.642,762,0.831,168.93599999999995,33.027,0.336,wt,28,normal;
93,330.19199999999995,876.5010000000002,27.255,754,0.8190000000000001,169.179,33.468,0.331,wt,28,normal;
94,330.26,876.804,143.746,780,0.812,174.35,33.309,0.322,wt,28,normal;
95,329.2340000000001,875.4639999999998,169.287,770,0.8109999999999999,168.35,33.753,0.341,wt,28,normal;
96,329.305,876.803,149.3,765,0.807,173.421,33.083,0.32,wt,28,normal;
97,332.119,874.328,45.0,810,0.797,195.806,35.181,0.265,wt,28,normal;
98,329.968,875.615,176.987,777,0.8009999999999999,185.321,33.504,0.284,wt,28,normal;
99,331.976,875.818,15.124,765,0.8270000000000001,172.93599999999995,33.961,0.321,wt,28,normal;
100,332.7519999999999,874.345,14.380999999999998,794,0.8140000000000001,194.735,35.353,0.263,wt,28,_none_
101,333.8590000000001,874.454,33.311,785,0.809,175.421,35.787,0.321,wt,28,_none_
102,330.458,876.409,136.08100000000002,758,0.836,164.007,33.688,0.354,wt,28,normal;
103,330.338,876.811,164.476,742,0.833,156.208,32.15,0.382,wt,28,normal;
104,327.7630000000001,874.685,125.362,737,0.799,174.83599999999996,32.319,0.303,wt,28,normal;
105,328.1790000000001,876.263,175.365,742,0.777,188.978,33.217,0.261,wt,28,normal;
106,329.223,874.6519999999998,147.529,739,0.7959999999999999,170.007,34.291,0.321,wt,28,normal;
107,329.004,875.545,158.19899999999996,732,0.8240000000000001,174.93599999999995,32.81,0.301,wt,28,normal;
108,326.982,875.3789999999998,140.599,720,0.809,169.179,32.381,0.316,wt,28,normal;
109,326.958,876.34,139.399,705,0.807,171.421,32.769,0.301,wt,28,normal;
110,325.101,877.632,124.509,687,0.8240000000000001,161.279,33.657,0.332,wt,28,normal;
111,326.473,878.048,137.203,692,0.804,170.593,31.955,0.299,wt,28,normal;
112,326.096,876.29,146.725,696,0.807,169.179,34.233000000000004,0.306,wt,28,normal;
113,326.399,876.1569999999998,147.171,700,0.7979999999999999,180.35,32.404,0.27,wt,28,normal;
114,326.091,876.2510000000002,120.7,687,0.794,159.279,32.73,0.34,wt,28,normal;
115,329.75,875.45,175.101,697,0.813,172.007,31.996,0.29600000000000004,wt,28,normal;
116,329.98,874.944,130.601,779,0.8140000000000001,186.492,32.681,0.281,wt,28,normal;
117,330.659,874.038,167.125,686,0.8009999999999999,171.765,32.05,0.292,wt,28,normal;
118,331.466,874.3639999999998,164.055,728,0.809,173.421,32.661,0.304,wt,28,normal;
119,328.385,875.923,140.389,711,0.8270000000000001,170.593,32.531,0.307,wt,28,normal;
120,329.67800000000005,875.427,114.444,667,0.7809999999999999,190.149,31.061,0.232,wt,28,normal;
121,330.69199999999995,874.117,11.889,715,0.8009999999999999,184.735,33.6,0.263,wt,28,normal;
122,329.6869999999999,873.591,161.565,701,0.789,195.806,31.538,0.23,wt,28,normal;
123,328.74,874.972,132.879,708,0.804,173.078,32.459,0.297,wt,28,normal;
124,328.9240000000001,874.215,140.599,706,0.8,195.22,32.052,0.233,wt,28,normal;
125,331.584,872.585,173.83,716,0.825,169.179,32.656,0.314,wt,28,normal;
126,328.8930000000001,873.1039999999998,164.055,684,0.7859999999999999,162.108,31.587,0.327,wt,28,normal;
127,325.743,872.3919999999998,130.914,778,0.7809999999999999,212.777,33.044000000000004,0.21600000000000005,wt,28,normal;
128,326.369,872.638,147.529,785,0.77,204.049,33.123000000000005,0.237,wt,28,normal;
129,327.03,874.29,41.76,776,0.7879999999999999,192.836,32.625,0.262,wt,28,normal;
130,326.438,873.809,119.197,802,0.797,189.806,33.359,0.28,wt,28,normal;
131,325.87,875.4960000000002,137.203,684,0.835,155.279,31.984,0.35600000000000004,wt,28,normal;
132,328.534,873.74,150.642,705,0.813,161.179,31.908,0.341,wt,28,normal;
