frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame.1,particle,category,label
170,939.468,535.069,147.529,650,0.6759999999999999,265.889,30.912,0.116,170,4,wt,normal;
171,939.789,537.396,126.254,644,0.7090000000000001,188.049,30.336,0.229,171,4,wt,normal;
172,942.167,535.543,140.194,655,0.701,211.706,33.136,0.184,172,4,wt,normal;
173,938.859,535.318,85.601,674,0.655,258.676,31.151,0.127,173,4,wt,normal;
174,939.442,535.297,162.031,659,0.6659999999999999,242.09,30.935,0.141,174,4,wt,normal;
175,941.995,533.389,120.7,640,0.703,229.848,31.738000000000003,0.152,175,4,wt,normal;
176,941.319,535.332,137.045,636,0.7120000000000001,207.463,31.398000000000003,0.18600000000000005,176,4,wt,normal;
177,939.974,535.236,124.992,605,0.693,218.635,29.917,0.159,177,4,wt,normal;
178,940.055,534.543,119.932,627,0.735,189.563,31.31,0.219,178,4,wt,normal;
179,941.045,532.8009999999998,115.201,622,0.7120000000000001,215.22,31.017,0.16899999999999998,179,4,wt,normal;
180,941.215,533.195,124.114,622,0.7440000000000001,184.25,31.402,0.23,180,4,wt,normal;
181,941.76,532.023,145.561,646,0.674,211.706,31.701,0.181,181,4,wt,normal;
1,826.7180000000002,748.799,136.43200000000002,1175,0.718,319.387,42.74,0.145,1,7,wt,normal;
2,829.632,749.515,135.0,976,0.7929999999999999,222.191,39.716,0.248,2,7,wt,normal;
3,828.3480000000002,747.172,138.945,870,0.779,223.12,35.19,0.22,3,7,wt,normal;
4,828.06,744.435,123.977,1227,0.6679999999999999,403.754,43.723,0.095,4,7,wt,normal;
5,827.9010000000002,744.063,143.13,1186,0.695,361.914,41.067,0.114,5,7,wt,normal;
6,828.953,745.388,117.051,1108,0.687,356.5,39.718,0.11,6,7,wt,normal;
7,832.46,745.5939999999998,120.964,904,0.774,211.463,37.542,0.254,7,7,wt,normal;
8,834.2769999999998,744.487,152.819,901,0.792,233.948,35.653,0.207,8,7,wt,normal;
9,833.961,742.6419999999998,171.085,1135,0.7040000000000001,327.286,40.711,0.133,9,7,wt,normal;
10,834.2769999999998,743.826,155.32299999999995,835,0.774,223.019,33.841,0.211,10,7,wt,normal;
11,835.456,742.778,123.996,1150,0.708,367.8130000000001,41.81800000000001,0.107,11,7,wt,normal;
12,835.7260000000001,742.3789999999998,146.634,1073,0.726,292.1740000000001,38.613,0.158,12,7,wt,normal;
13,836.166,739.1560000000002,114.444,1098,0.7140000000000001,299.688,39.791,0.154,13,7,wt,normal;
14,837.982,738.895,4.086,875,0.753,242.233,35.258,0.187,14,7,wt,normal;
15,837.008,739.5939999999998,141.14700000000005,889,0.727,247.99,35.751,0.182,15,7,wt,normal;
16,837.0,738.262,169.99200000000005,1175,0.687,365.085,40.325,0.111,16,7,wt,normal;
17,837.2760000000002,736.31,138.366,1098,0.7390000000000001,320.458,40.415,0.134,17,7,wt,normal;
18,839.867,736.5980000000002,120.411,1148,0.7,332.801,40.813,0.13,18,7,wt,normal;
19,841.0039999999998,735.444,155.77200000000005,907,0.7340000000000001,249.747,35.98900000000001,0.183,19,7,wt,normal;
20,840.3910000000002,733.159,32.735,1127,0.696,372.399,38.309,0.102,20,7,wt,normal;
21,840.92,733.893,122.735,1137,0.6829999999999999,393.612,39.142,0.092,21,7,wt,normal;
22,841.695,735.265,95.492,1101,0.72,310.902,41.718,0.14300000000000002,22,7,wt,normal;
23,840.248,734.047,150.832,1080,0.725,321.245,39.326,0.132,23,7,wt,normal;
24,837.5360000000002,731.92,124.992,1117,0.726,326.801,41.996,0.131,24,7,wt,normal;
25,840.735,732.279,110.283,1123,0.7020000000000001,322.902,39.588,0.135,25,7,wt,normal;
26,845.441,733.773,122.856,1199,0.718,359.671,46.312,0.116,26,7,wt,normal;
27,844.336,733.075,125.789,1109,0.6970000000000001,324.115,41.802,0.133,27,7,wt,normal;
28,843.655,732.355,144.058,1100,0.765,251.061,43.54,0.219,28,7,wt,normal;
29,843.34,730.628,130.236,1107,0.726,294.659,41.38399999999999,0.16,29,7,wt,normal;
30,844.525,733.23,109.885,1054,0.7290000000000001,299.345,40.54,0.14800000000000002,30,7,wt,normal;
31,846.1260000000002,733.078,111.801,1130,0.7290000000000001,333.0440000000001,40.436,0.128,31,7,wt,normal;
32,846.24,732.78,121.759,1115,0.735,314.073,41.01600000000001,0.142,32,7,wt,normal;
33,847.3430000000002,732.997,145.67,1097,0.743,283.103,41.987,0.172,33,7,wt,normal;
34,845.367,733.092,109.885,1078,0.754,285.931,41.045,0.166,34,7,wt,normal;
35,844.012,730.3580000000002,77.735,1081,0.731,303.345,37.574,0.14800000000000002,35,7,wt,normal;
36,846.5269999999998,729.944,121.477,1189,0.6759999999999999,401.37,43.923,0.093,36,7,wt,normal;
37,850.7510000000002,729.595,118.926,907,0.7709999999999999,244.333,36.96,0.191,37,7,wt,normal;
38,847.437,728.081,133.493,1134,0.7090000000000001,331.872,42.075,0.129,38,7,wt,normal;
39,847.41,727.203,120.964,1129,0.6679999999999999,382.985,43.191,0.097,39,7,wt,normal;
40,847.007,726.3919999999998,111.125,1025,0.716,307.487,37.44,0.136,40,7,wt,normal;normal;
41,846.319,726.459,124.33,1047,0.735,301.144,39.743,0.145,41,7,wt,normal;normal;
42,848.515,726.291,114.075,1129,0.722,326.357,42.07899999999999,0.133,42,7,wt,normal;normal;
43,850.8489999999998,724.578,141.52,1122,0.6859999999999999,385.227,41.548,0.095,43,7,wt,normal;normal;
44,848.508,724.461,141.34,1135,0.695,328.115,41.555,0.132,44,7,wt,normal;normal;
45,851.201,725.302,126.193,1066,0.741,312.759,41.298,0.13699999999999998,45,7,wt,normal;normal;
46,850.495,726.878,134.19299999999998,1092,0.723,348.742,42.792,0.113,46,7,wt,normal;normal;
47,849.83,725.0360000000002,116.565,1024,0.71,321.63,39.191,0.124,47,7,wt,normal;normal;
48,849.6289999999998,725.568,132.769,1065,0.667,374.843,41.256,0.095,48,7,wt,normal;normal;
49,849.3380000000002,724.908,122.229,1065,0.647,405.713,41.74100000000001,0.081,49,7,wt,normal;normal;
50,849.8560000000001,725.0939999999998,151.928,1081,0.696,374.642,40.275,0.097,50,7,wt,normal;normal;
51,850.362,724.6310000000002,129.806,988,0.7809999999999999,259.889,39.627,0.184,51,7,wt,normal;normal;
52,849.247,723.038,91.273,982,0.757,239.505,37.704,0.215,52,7,wt,normal;normal;
53,850.885,722.6669999999998,98.471,1031,0.7020000000000001,332.357,38.445,0.117,53,7,wt,normal;normal;
54,850.6460000000002,722.725,86.49600000000002,1088,0.72,338.215,39.779,0.12,54,7,wt,normal;normal;
55,850.936,721.742,148.134,832,0.747,253.99,34.95,0.162,55,7,wt,normal;normal;
56,850.325,721.533,138.094,1115,0.6940000000000001,382.742,41.574,0.096,56,7,wt,normal;normal;
57,850.916,720.565,113.575,1131,0.685,373.085,42.923,0.102,57,7,wt,normal;normal;
58,849.419,721.7239999999998,107.7,1054,0.7120000000000001,286.517,39.334,0.161,58,7,wt,normal;normal;
59,849.569,720.541,142.651,1052,0.723,347.186,40.331,0.11,59,7,wt,normal;normal;
60,851.007,721.37,152.488,1092,0.69,361.328,42.13800000000001,0.105,60,7,wt,normal;normal;
61,849.868,719.865,145.67,1067,0.687,367.671,40.584,0.099,61,7,wt,normal;normal;
62,851.5060000000002,720.435,73.413,1033,0.716,271.30400000000003,38.965,0.17600000000000002,62,7,wt,normal;normal;
63,852.947,721.99,124.902,1104,0.679,342.357,42.305,0.118,63,7,wt,normal;normal;
64,853.177,721.597,108.778,1016,0.6829999999999999,347.772,39.561,0.106,64,7,wt,normal;normal;
65,849.073,719.39,148.241,1063,0.68,341.186,41.573,0.115,65,7,wt,normal;normal;
66,850.585,719.225,101.768,1065,0.723,326.558,41.045,0.125,66,7,wt,normal;normal;
67,852.3330000000002,719.135,94.764,1027,0.7070000000000001,302.659,38.761,0.141,67,7,wt,normal;normal;
68,851.294,719.243,118.951,1076,0.688,327.387,39.533,0.126,68,7,wt,normal;normal;
69,849.4730000000002,718.8969999999998,124.439,801,0.7609999999999999,226.191,34.804,0.197,69,7,wt,normal;normal;
70,849.959,719.2810000000002,130.972,1123,0.6940000000000001,363.085,40.861,0.107,70,7,wt,normal;normal;
71,852.079,720.11,114.702,1094,0.6679999999999999,382.399,42.555,0.094,71,7,wt,normal;normal;
72,854.518,720.0830000000002,116.565,1034,0.725,306.759,41.331,0.138,72,7,wt,normal;normal;
73,853.783,718.072,102.653,1071,0.745,268.132,40.604,0.187,73,7,wt,normal;normal;
74,854.1410000000002,717.503,117.553,1063,0.693,380.5,40.233,0.092,74,7,wt,normal;normal;
75,853.5239999999999,717.341,108.122,1145,0.6859999999999999,394.299,45.707,0.093,75,7,wt,normal;normal;
76,854.7760000000002,718.53,124.778,829,0.7120000000000001,245.99,34.747,0.172,76,7,wt,normal;normal;
77,854.551,716.297,130.314,827,0.731,259.203,34.895,0.155,77,7,wt,normal;normal;
78,855.398,717.439,178.53099999999995,814,0.752,207.706,33.861999999999995,0.237,78,7,wt,normal;normal;
79,856.327,717.7539999999998,166.608,827,0.698,270.375,34.21,0.142,79,7,wt,normal;normal;
80,857.8689999999998,718.178,129.094,799,0.7340000000000001,240.09,32.834,0.174,80,7,wt,normal;normal;
81,854.192,716.086,123.341,884,0.72,268.132,37.981,0.155,81,7,wt,normal;normal;
82,856.1419999999998,717.43,105.018,810,0.703,245.505,34.135,0.16899999999999998,82,7,wt,normal;normal;
83,855.2280000000002,716.296,82.875,810,0.7709999999999999,209.12,33.736,0.233,83,7,wt,normal;normal;
84,854.967,715.707,85.684,1139,0.66,374.985,41.47,0.102,84,7,wt,normal;normal;
85,855.915,717.555,65.225,857,0.745,249.161,35.108000000000004,0.173,85,7,wt,normal;normal;
86,852.9810000000001,716.179,156.44799999999995,858,0.7140000000000001,292.659,34.049,0.126,86,7,wt,normal;normal;
87,852.951,716.7360000000001,100.081,863,0.662,329.286,35.6,0.1,87,7,wt,normal;normal;
88,856.362,717.6089999999998,75.964,843,0.748,221.706,33.313,0.21600000000000005,88,7,wt,normal;normal;
89,853.863,716.285,131.309,859,0.7190000000000001,265.889,35.125,0.153,89,7,wt,normal;normal;
90,850.2,715.4680000000002,87.337,852,0.701,266.375,34.459,0.151,90,7,wt,normal;normal;
91,853.081,715.9989999999998,106.821,824,0.715,259.647,33.338,0.154,91,7,wt,normal;normal;
92,850.385,715.677,98.584,1178,0.628,455.696,41.899,0.071,92,7,wt,normal;normal;
93,849.7560000000002,717.633,107.241,1133,0.624,420.926,43.538,0.08,93,7,wt,normal;normal;
94,853.317,718.1569999999998,109.058,1150,0.631,413.796,42.343,0.084,94,7,wt,normal;normal;
95,853.382,718.6569999999998,96.789,824,0.78,201.563,33.691,0.255,95,7,wt,normal;normal;
96,853.6110000000001,716.882,145.222,866,0.7390000000000001,255.647,34.369,0.16699999999999998,96,7,wt,normal;normal;
97,855.567,719.044,67.166,850,0.723,255.889,33.461,0.163,97,7,wt,normal;normal;
98,858.071,718.118,101.56,825,0.716,242.09,35.167,0.177,98,7,wt,normal;normal;
99,856.6439999999999,717.49,111.038,839,0.725,260.475,33.914,0.155,99,7,wt,normal;normal;
100,854.289,718.314,17.526,779,0.738,245.262,33.221,0.163,100,7,wt,normal;normal;
101,852.8380000000002,719.309,114.944,805,0.69,282.274,34.343,0.127,101,7,wt,normal;normal;
102,853.813,719.8639999999998,104.995,1045,0.6629999999999999,377.085,41.755,0.092,102,7,wt,normal;normal;
103,854.961,720.0110000000002,122.8,1055,0.6759999999999999,341.186,39.564,0.114,103,7,wt,normal;normal;
104,853.0089999999999,717.197,106.26,1113,0.7,354.701,38.928,0.111,104,7,wt,normal;normal;
105,851.3789999999998,716.93,113.749,1157,0.708,282.1740000000001,42.768,0.183,105,7,wt,normal;normal;
106,853.908,718.96,92.726,808,0.711,249.404,34.058,0.163,106,7,wt,normal;normal;
107,852.2389999999998,717.403,139.268,839,0.715,284.86,35.85800000000001,0.13,107,7,wt,normal;normal;
108,850.185,716.924,82.057,856,0.7240000000000001,217.362,34.255,0.228,108,7,wt,normal;normal;
